Country Code,Country Name,year,tem_change
,Caribbean,1962,-0.027
,Caribbean,1963,-0.091
,Caribbean,1964,0.107
,Caribbean,1965,-0.142
,Caribbean,1966,-0.179
,Caribbean,1967,-0.242
,Caribbean,1968,-0.281
,Caribbean,1969,0.119
,Caribbean,1970,-0.244
,Caribbean,1971,-0.133
,Caribbean,1972,0.177
,Caribbean,1973,0.337
,Caribbean,1974,-0.144
,Caribbean,1975,0.247
,Caribbean,1976,-0.32
,Caribbean,1977,0.161
,Caribbean,1978,0.101
,Caribbean,1979,0.198
,Caribbean,1980,0.508
,Caribbean,1981,0.189
,Caribbean,1982,0.418
,Caribbean,1983,0.387
,Caribbean,1984,0.212
,Caribbean,1985,0.118
,Caribbean,1986,0.243
,Caribbean,1987,0.691
,Caribbean,1988,0.568
,Caribbean,1989,0.454
,Caribbean,1990,0.683
,Caribbean,1991,0.655
,Caribbean,1992,0.487
,Caribbean,1993,0.471
,Caribbean,1994,0.885
,Caribbean,1995,0.914
,Caribbean,1996,0.5
,Caribbean,1997,0.958
,Caribbean,1998,1.205
,Caribbean,1999,0.788
,Caribbean,2000,0.561
,Caribbean,2001,0.571
,Caribbean,2002,0.907
,Caribbean,2003,1.094
,Caribbean,2004,0.782
,Caribbean,2005,0.728
,Caribbean,2006,0.868
,Caribbean,2007,0.955
,Caribbean,2008,0.534
,Caribbean,2009,0.659
,Caribbean,2010,0.867
,Caribbean,2011,0.542
,Caribbean,2012,0.647
,Caribbean,2013,0.874
,Caribbean,2014,0.993
,Caribbean,2015,1.234
,Caribbean,2016,1.225
,Caribbean,2017,1.224
,Caribbean,2018,1.13
,Caribbean,2019,1.467
,South America,1961,0.116
,South America,1962,-0.139
,South America,1963,0.139
,South America,1964,-0.217
,South America,1965,-0.015
,South America,1966,0.007
,South America,1967,-0.001
,South America,1968,-0.147
,South America,1969,0.374
,South America,1970,0.184
,South America,1971,-0.277
,South America,1972,0.085
,South America,1973,0.251
,South America,1974,-0.209
,South America,1975,-0.149
,South America,1976,-0.217
,South America,1977,0.285
,South America,1978,0.148
,South America,1979,0.125
,South America,1980,0.335
,South America,1981,0.228
,South America,1982,0.289
,South America,1983,0.476
,South America,1984,0.144
,South America,1985,0.14
,South America,1986,0.296
,South America,1987,0.649
,South America,1988,0.3
,South America,1989,0.203
,South America,1990,0.389
,South America,1991,0.408
,South America,1992,0.299
,South America,1993,0.396
,South America,1994,0.536
,South America,1995,0.642
,South America,1996,0.418
,South America,1997,0.744
,South America,1998,1.017
,South America,1999,0.387
,South America,2000,0.312
,South America,2001,0.623
,South America,2002,0.837
,South America,2003,0.856
,South America,2004,0.738
,South America,2005,0.883
,South America,2006,0.786
,South America,2007,0.666
,South America,2008,0.666
,South America,2009,0.933
,South America,2010,0.906
,South America,2011,0.721
,South America,2012,0.943
,South America,2013,0.834
,South America,2014,1.105
,South America,2015,1.435
,South America,2016,1.242
,South America,2017,1.232
,South America,2018,1.034
,South America,2019,1.31
,Asia,1961,0.049
,Asia,1962,-0.008
,Asia,1963,0.266
,Asia,1964,-0.166
,Asia,1965,-0.033
,Asia,1966,0.326
,Asia,1967,-0.308
,Asia,1968,-0.337
,Asia,1969,-0.017
,Asia,1970,0.073
,Asia,1971,-0.122
,Asia,1972,-0.164
,Asia,1973,0.251
,Asia,1974,-0.132
,Asia,1975,0.018
,Asia,1976,-0.328
,Asia,1977,0.101
,Asia,1978,0.162
,Asia,1979,0.448
,Asia,1980,0.28
,Asia,1981,0.207
,Asia,1982,0.109
,Asia,1983,-0.013
,Asia,1984,-0.118
,Asia,1985,0.016
,Asia,1986,0.056
,Asia,1987,0.406
,Asia,1988,0.423
,Asia,1989,0.259
,Asia,1990,0.527
,Asia,1991,0.39
,Asia,1992,-0.059
,Asia,1993,0.073
,Asia,1994,0.522
,Asia,1995,0.616
,Asia,1996,0.173
,Asia,1997,0.614
,Asia,1998,1.047
,Asia,1999,1.091
,Asia,2000,0.68
,Asia,2001,1.019
,Asia,2002,1.16
,Asia,2003,0.644
,Asia,2004,1.088
,Asia,2005,0.862
,Asia,2006,1.101
,Asia,2007,1.182
,Asia,2008,0.873
,Asia,2009,1.075
,Asia,2010,1.251
,Asia,2011,0.701
,Asia,2012,0.693
,Asia,2013,1.054
,Asia,2014,0.909
,Asia,2015,1.284
,Asia,2016,1.457
,Asia,2017,1.464
,Asia,2018,1.343
,Asia,2019,1.369
,Eastern Asia,1961,0.27
,Eastern Asia,1962,-0.124
,Eastern Asia,1963,0.386
,Eastern Asia,1964,-0.026
,Eastern Asia,1965,0.159
,Eastern Asia,1966,0.202
,Eastern Asia,1967,-0.282
,Eastern Asia,1968,-0.468
,Eastern Asia,1969,-0.299
,Eastern Asia,1970,-0.313
,Eastern Asia,1971,0.01
,Eastern Asia,1972,0.048
,Eastern Asia,1973,0.451
,Eastern Asia,1974,-0.007
,Eastern Asia,1975,0.308
,Eastern Asia,1976,-0.37
,Eastern Asia,1977,-0.038
,Eastern Asia,1978,0.338
,Eastern Asia,1979,0.393
,Eastern Asia,1980,0.253
,Eastern Asia,1981,0.172
,Eastern Asia,1982,0.472
,Eastern Asia,1983,0.201
,Eastern Asia,1984,-0.183
,Eastern Asia,1985,-0.145
,Eastern Asia,1986,-0.015
,Eastern Asia,1987,0.396
,Eastern Asia,1988,0.415
,Eastern Asia,1989,0.565
,Eastern Asia,1990,0.958
,Eastern Asia,1991,0.598
,Eastern Asia,1992,0.234
,Eastern Asia,1993,0.292
,Eastern Asia,1994,0.826
,Eastern Asia,1995,0.655
,Eastern Asia,1996,0.217
,Eastern Asia,1997,0.885
,Eastern Asia,1998,1.389
,Eastern Asia,1999,1.291
,Eastern Asia,2000,0.628
,Eastern Asia,2001,1.1
,Eastern Asia,2002,1.196
,Eastern Asia,2003,0.764
,Eastern Asia,2004,1.201
,Eastern Asia,2005,1.022
,Eastern Asia,2006,1.192
,Eastern Asia,2007,1.676
,Eastern Asia,2008,1.172
,Eastern Asia,2009,1.323
,Eastern Asia,2010,0.868
,Eastern Asia,2011,0.775
,Eastern Asia,2012,0.563
,Eastern Asia,2013,1.048
,Eastern Asia,2014,1.166
,Eastern Asia,2015,1.385
,Eastern Asia,2016,1.339
,Eastern Asia,2017,1.681
,Eastern Asia,2018,1.483
,Eastern Asia,2019,1.485
,Southern Asia,1961,-0.16
,Southern Asia,1962,-0.24
,Southern Asia,1963,0.272
,Southern Asia,1964,-0.285
,Southern Asia,1965,-0.174
,Southern Asia,1966,0.336
,Southern Asia,1967,-0.256
,Southern Asia,1968,-0.283
,Southern Asia,1969,0.045
,Southern Asia,1970,0.418
,Southern Asia,1971,-0.148
,Southern Asia,1972,-0.395
,Southern Asia,1973,0.162
,Southern Asia,1974,-0.231
,Southern Asia,1975,-0.321
,Southern Asia,1976,-0.214
,Southern Asia,1977,0.256
,Southern Asia,1978,-0.007
,Southern Asia,1979,0.355
,Southern Asia,1980,0.435
,Southern Asia,1981,0.264
,Southern Asia,1982,-0.152
,Southern Asia,1983,-0.175
,Southern Asia,1984,-0.072
,Southern Asia,1985,0.175
,Southern Asia,1986,0.057
,Southern Asia,1987,0.439
,Southern Asia,1988,0.57
,Southern Asia,1989,-0.042
,Southern Asia,1990,0.219
,Southern Asia,1991,0.095
,Southern Asia,1992,-0.314
,Southern Asia,1993,0.09
,Southern Asia,1994,0.265
,Southern Asia,1995,0.266
,Southern Asia,1996,0.142
,Southern Asia,1997,0.062
,Southern Asia,1998,0.665
,Southern Asia,1999,0.832
,Southern Asia,2000,0.608
,Southern Asia,2001,0.801
,Southern Asia,2002,1.028
,Southern Asia,2003,0.638
,Southern Asia,2004,0.853
,Southern Asia,2005,0.52
,Southern Asia,2006,1.038
,Southern Asia,2007,0.605
,Southern Asia,2008,0.456
,Southern Asia,2009,1.027
,Southern Asia,2010,1.384
,Southern Asia,2011,0.679
,Southern Asia,2012,0.49
,Southern Asia,2013,0.774
,Southern Asia,2014,0.581
,Southern Asia,2015,0.942
,Southern Asia,2016,1.223
,Southern Asia,2017,1.197
,Southern Asia,2018,1.241
,Southern Asia,2019,0.936
,South-Eastern Asia,1961,-0.052
,South-Eastern Asia,1962,-0.089
,South-Eastern Asia,1963,-0.211
,South-Eastern Asia,1964,0.003
,South-Eastern Asia,1965,-0.238
,South-Eastern Asia,1966,0.235
,South-Eastern Asia,1967,-0.11
,South-Eastern Asia,1968,-0.083
,South-Eastern Asia,1969,0.271
,South-Eastern Asia,1970,0.077
,South-Eastern Asia,1971,-0.29
,South-Eastern Asia,1972,-0.003
,South-Eastern Asia,1973,0.323
,South-Eastern Asia,1974,-0.233
,South-Eastern Asia,1975,0.018
,South-Eastern Asia,1976,-0.213
,South-Eastern Asia,1977,0.064
,South-Eastern Asia,1978,0.151
,South-Eastern Asia,1979,0.34
,South-Eastern Asia,1980,0.279
,South-Eastern Asia,1981,0.241
,South-Eastern Asia,1982,0.04
,South-Eastern Asia,1983,0.354
,South-Eastern Asia,1984,-0.04
,South-Eastern Asia,1985,0.164
,South-Eastern Asia,1986,0.087
,South-Eastern Asia,1987,0.584
,South-Eastern Asia,1988,0.367
,South-Eastern Asia,1989,0.154
,South-Eastern Asia,1990,0.285
,South-Eastern Asia,1991,0.397
,South-Eastern Asia,1992,0.265
,South-Eastern Asia,1993,0.218
,South-Eastern Asia,1994,0.317
,South-Eastern Asia,1995,0.446
,South-Eastern Asia,1996,0.291
,South-Eastern Asia,1997,0.369
,South-Eastern Asia,1998,1.148
,South-Eastern Asia,1999,0.445
,South-Eastern Asia,2000,0.21
,South-Eastern Asia,2001,0.575
,South-Eastern Asia,2002,0.61
,South-Eastern Asia,2003,0.68
,South-Eastern Asia,2004,0.523
,South-Eastern Asia,2005,0.757
,South-Eastern Asia,2006,0.576
,South-Eastern Asia,2007,0.496
,South-Eastern Asia,2008,0.324
,South-Eastern Asia,2009,0.616
,South-Eastern Asia,2010,0.968
,South-Eastern Asia,2011,0.328
,South-Eastern Asia,2012,0.663
,South-Eastern Asia,2013,0.889
,South-Eastern Asia,2014,0.736
,South-Eastern Asia,2015,0.984
,South-Eastern Asia,2016,1.387
,South-Eastern Asia,2017,1.03
,South-Eastern Asia,2018,0.868
,South-Eastern Asia,2019,1.301
,Western Asia,1961,-0.1
,Western Asia,1962,0.705
,Western Asia,1963,0.412
,Western Asia,1964,-0.508
,Western Asia,1965,-0.112
,Western Asia,1966,0.71
,Western Asia,1967,-0.641
,Western Asia,1968,-0.328
,Western Asia,1969,0.328
,Western Asia,1970,0.534
,Western Asia,1971,-0.253
,Western Asia,1972,-0.515
,Western Asia,1973,-0.195
,Western Asia,1974,-0.202
,Western Asia,1975,-0.212
,Western Asia,1976,-0.501
,Western Asia,1977,0.256
,Western Asia,1978,-0.023
,Western Asia,1979,0.826
,Western Asia,1980,0.117
,Western Asia,1981,0.176
,Western Asia,1982,-0.355
,Western Asia,1983,-0.665
,Western Asia,1984,-0.097
,Western Asia,1985,0.042
,Western Asia,1986,0.201
,Western Asia,1987,0.212
,Western Asia,1988,0.278
,Western Asia,1989,0.029
,Western Asia,1990,0.126
